date,ticker,close,volume,synthetic
2013-05-14,NVDA,141.075,6573780,True
2013-05-15,NVDA,144.9343,6444631,True
2013-05-16,NVDA,144.2135,7615044,True
2013-05-17,NVDA,142.5027,8190294,True
2013-05-20,NVDA,142.1877,4080049,True
2013-05-21,NVDA,141.0533,8517080,True
2013-05-22,NVDA,142.0628,7655101,True
2013-05-23,NVDA,138.8291,4943468,True
2013-05-24,NVDA,136.3369,7727515,True
2013-05-27,NVDA,135.1766,4589410,True
2013-05-28,NVDA,136.9283,8937428,True
2013-05-29,NVDA,137.3069,7456637,True
2013-05-30,NVDA,137.0112,7388895,True
2013-05-31,NVDA,135.7616,6130996,True
2013-06-03,NVDA,139.3589,9088272,True
2013-06-04,NVDA,139.4101,7332780,True
2013-06-05,NVDA,137.534,8891759,True
2013-06-06,NVDA,136.1385,5193332,True
2013-06-07,NVDA,136.6054,5465601,True
2013-06-10,NVDA,136.1104,8252455,True
2013-06-11,NVDA,132.5161,4863537,True
2013-06-12,NVDA,130.3103,4650879,True
2013-06-13,NVDA,133.2409,8400810,True
2013-06-14,NVDA,134.9316,5923160,True
2013-06-17,NVDA,137.4082,7558564,True
2013-06-18,NVDA,138.0545,5304506,True
2013-06-19,NVDA,140.9999,5316021,True
2013-06-20,NVDA,141.5588,6096606,True
2013-06-21,NVDA,139.1013,9281011,True
2013-06-24,NVDA,137.9026,9645791,True
2013-06-25,NVDA,139.5473,5584880,True
2013-06-26,NVDA,139.0882,5111219,True
2013-06-27,NVDA,138.8241,8731751,True
2013-06-28,NVDA,141.9597,6516274,True
2013-07-01,NVDA,145.5731,5738111,True
2013-07-02,NVDA,150.4591,5153930,True
2013-07-03,NVDA,154.2848,6336134,True
2013-07-04,NVDA,156.5044,10504452,True
2013-07-05,NVDA,154.6594,8973412,True
2013-07-08,NVDA,150.6323,6177179,True
2013-07-09,NVDA,146.3457,5252672,True
2013-07-10,NVDA,145.7882,7032175,True
2013-07-11,NVDA,142.5679,8088562,True
2013-07-12,NVDA,141.5152,6818578,True
2013-07-15,NVDA,141.3547,9558009,True
2013-07-16,NVDA,143.7226,10395502,True
2013-07-17,NVDA,140.6527,5993554,True
2013-07-18,NVDA,140.1075,6938447,True
2013-07-19,NVDA,138.2154,7006482,True
2013-07-22,NVDA,139.9014,4801633,True
2013-07-23,NVDA,139.8934,5993519,True
2013-07-24,NVDA,138.2843,5043831,True
2013-07-25,NVDA,135.251,5751512,True
2013-07-26,NVDA,138.2547,4764437,True
2013-07-29,NVDA,139.1461,4955107,True
2013-07-30,NVDA,141.8681,9023238,True
2013-07-31,NVDA,143.9078,9443145,True
2013-08-01,NVDA,142.3462,9566240,True
2013-08-02,NVDA,143.8284,8922840,True
2013-08-05,NVDA,143.8595,7557418,True
2013-08-06,NVDA,142.2606,12413370,True
2013-08-07,NVDA,144.057,6211534,True
2013-08-08,NVDA,142.9976,6303825,True
2013-08-09,NVDA,141.8016,7597069,True
2013-08-12,NVDA,141.3561,7382904,True
2013-08-13,NVDA,140.3664,7219003,True
2013-08-14,NVDA,138.1388,7499491,True
2013-08-15,NVDA,139.5745,9561784,True
2013-08-16,NVDA,137.7034,6050611,True
2013-08-19,NVDA,139.7216,5968491,True
2013-08-20,NVDA,137.188,8407946,True
2013-08-21,NVDA,136.3257,7175879,True
2013-08-22,NVDA,135.59,5411114,True
2013-08-23,NVDA,137.0918,9003651,True
2013-08-26,NVDA,135.2206,7550890,True
2013-08-27,NVDA,136.4085,6482081,True
2013-08-28,NVDA,133.736,7803343,True
2013-08-29,NVDA,134.7072,7529676,True
2013-08-30,NVDA,133.8296,5339163,True
2013-09-02,NVDA,135.3805,6986606,True
2013-09-03,NVDA,135.6019,4142956,True
2013-09-04,NVDA,135.6324,5034722,True
2013-09-05,NVDA,135.8782,11237011,True
2013-09-06,NVDA,131.9869,4676455,True
2013-09-09,NVDA,130.5712,6319214,True
2013-09-10,NVDA,130.0306,11111024,True
2013-09-11,NVDA,130.8173,13560500,True
2013-09-12,NVDA,125.9226,7576130,True
2013-09-13,NVDA,124.069,6251030,True
2013-09-16,NVDA,126.7935,6606484,True
2013-09-17,NVDA,130.8602,8805403,True
2013-09-18,NVDA,130.809,5429486,True
2013-09-19,NVDA,129.374,4815254,True
2013-09-20,NVDA,130.1938,3569355,True
2013-09-23,NVDA,126.7546,6402431,True
2013-09-24,NVDA,127.4532,4631880,True
2013-09-25,NVDA,126.8101,10892758,True
2013-09-26,NVDA,126.4674,6229334,True
2013-09-27,NVDA,123.2569,9330184,True
2013-09-30,NVDA,120.4907,6889556,True
2013-10-01,NVDA,121.2322,6584777,True
2013-10-02,NVDA,123.7443,7259523,True
2013-10-03,NVDA,123.6291,5285783,True
2013-10-04,NVDA,123.705,3759615,True
2013-10-07,NVDA,125.5495,7598340,True
2013-10-08,NVDA,125.9073,8044070,True
2013-10-09,NVDA,124.6957,10005764,True
2013-10-10,NVDA,122.7652,7413113,True
2013-10-11,NVDA,124.7001,5664716,True
2013-10-14,NVDA,121.9489,13223603,True
2013-10-15,NVDA,124.9517,4724650,True
2013-10-16,NVDA,126.0446,5554875,True
2013-10-17,NVDA,124.0429,9713703,True
2013-10-18,NVDA,123.2515,5427566,True
2013-10-21,NVDA,124.9967,4194482,True
2013-10-22,NVDA,125.7437,5531704,True
2013-10-23,NVDA,127.411,6430618,True
2013-10-24,NVDA,128.468,4585526,True
2013-10-25,NVDA,131.0006,7742702,True
2013-10-28,NVDA,134.0412,9346272,True
2013-10-29,NVDA,134.4329,9486182,True
2013-10-30,NVDA,130.8437,6566143,True
2013-10-31,NVDA,131.0176,12523981,True
2013-11-01,NVDA,130.4365,7421172,True
2013-11-04,NVDA,130.7228,6187315,True
2013-11-05,NVDA,126.6753,5629947,True
2013-11-06,NVDA,123.4102,6272050,True
2013-11-07,NVDA,125.0785,6632203,True
2013-11-08,NVDA,126.5958,4770716,True
2013-11-11,NVDA,129.3637,4990946,True
2013-11-12,NVDA,129.2338,7341617,True
2013-11-13,NVDA,127.485,8585289,True
2013-11-14,NVDA,126.9756,8175481,True
2013-11-15,NVDA,125.8073,7047609,True
2013-11-18,NVDA,125.0458,6971009,True
2013-11-19,NVDA,124.2732,9927650,True
2013-11-20,NVDA,124.3707,9715902,True
2013-11-21,NVDA,122.4422,7217653,True
2013-11-22,NVDA,121.8207,7117990,True
2013-11-25,NVDA,119.4144,8054822,True
2013-11-26,NVDA,119.4702,13355972,True
2013-11-27,NVDA,121.0245,6126493,True
2013-11-28,NVDA,120.3602,7773538,True
2013-11-29,NVDA,122.6021,6695401,True
2013-12-02,NVDA,123.8439,5747735,True
2013-12-03,NVDA,125.6103,7286524,True
2013-12-04,NVDA,123.0106,6414791,True
2013-12-05,NVDA,123.1088,7872133,True
2013-12-06,NVDA,123.5348,5632558,True
2013-12-09,NVDA,124.6125,7855960,True
2013-12-10,NVDA,127.5437,6987431,True
2013-12-11,NVDA,130.1196,10278095,True
2013-12-12,NVDA,129.7103,7005696,True
2013-12-13,NVDA,129.6563,6110215,True
2013-12-16,NVDA,131.5645,6103171,True
2013-12-17,NVDA,135.9644,6198035,True
2013-12-18,NVDA,138.5932,6437114,True
2013-12-19,NVDA,141.8893,5860570,True
2013-12-20,NVDA,143.4479,8486581,True
2013-12-23,NVDA,144.7167,5697447,True
2013-12-24,NVDA,147.9393,8110128,True
2013-12-25,NVDA,145.4052,7055028,True
2013-12-26,NVDA,143.666,9114467,True
2013-12-27,NVDA,144.0265,7474141,True
2013-12-30,NVDA,143.6345,7697333,True
2013-12-31,NVDA,148.0485,5384906,True
2014-01-01,NVDA,150.3141,8434710,True
2014-01-02,NVDA,148.4744,4579370,True
2014-01-03,NVDA,151.3449,7808277,True
2014-01-06,NVDA,151.657,6039918,True
2014-01-07,NVDA,153.633,10215373,True
2014-01-08,NVDA,153.8792,5263298,True
2014-01-09,NVDA,153.0025,8598748,True
2014-01-10,NVDA,150.4062,11458671,True
2014-01-13,NVDA,151.3493,15553325,True
2014-01-14,NVDA,152.4711,8551762,True
2014-01-15,NVDA,151.5131,9092246,True
2014-01-16,NVDA,150.0989,9281730,True
2014-01-17,NVDA,151.0325,5463849,True
2014-01-20,NVDA,150.0656,7993198,True
2014-01-21,NVDA,148.7421,7700981,True
2014-01-22,NVDA,150.8652,7321032,True
2014-01-23,NVDA,149.4589,6410613,True
2014-01-24,NVDA,147.2704,5752417,True
2014-01-27,NVDA,149.7987,6862386,True
2014-01-28,NVDA,150.2905,7190080,True
2014-01-29,NVDA,148.0698,10529537,True
2014-01-30,NVDA,152.9659,5764468,True
2014-01-31,NVDA,150.9159,9163576,True
2014-02-03,NVDA,149.4473,7516450,True
2014-02-04,NVDA,146.1477,9945057,True
2014-02-05,NVDA,147.2621,5905553,True
2014-02-06,NVDA,148.0522,7226574,True
2014-02-07,NVDA,149.9016,10681366,True
2014-02-10,NVDA,151.1415,7448394,True
2014-02-11,NVDA,149.3142,10748633,True
2014-02-12,NVDA,146.4832,8570845,True
2014-02-13,NVDA,144.5698,9780191,True
2014-02-14,NVDA,150.64,9056739,True
2014-02-17,NVDA,147.7181,9910801,True
2014-02-18,NVDA,146.672,17998731,True
2014-02-19,NVDA,156.2994,4540092,True
2014-02-20,NVDA,152.8542,3991809,True
2014-02-21,NVDA,153.1264,7051460,True
2014-02-24,NVDA,150.8324,8941275,True
2014-02-25,NVDA,145.7437,8351032,True
2014-02-26,NVDA,139.6387,6473463,True
2014-02-27,NVDA,137.295,7302223,True
2014-02-28,NVDA,138.4792,6866014,True
2014-03-03,NVDA,139.4365,10904573,True
2014-03-04,NVDA,143.9356,8453101,True
2014-03-05,NVDA,143.3095,13931623,True
2014-03-06,NVDA,141.214,10284616,True
2014-03-07,NVDA,142.7509,7996055,True
2014-03-10,NVDA,140.1608,7930566,True
2014-03-11,NVDA,139.9976,8242983,True
2014-03-12,NVDA,140.7128,6951093,True
2014-03-13,NVDA,141.8568,6716666,True
2014-03-14,NVDA,145.8923,6369945,True
2014-03-17,NVDA,146.4635,9399289,True
2014-03-18,NVDA,144.7716,4839739,True
2014-03-19,NVDA,147.6266,7264413,True
2014-03-20,NVDA,152.137,7823278,True
2014-03-21,NVDA,152.1709,7828627,True
2014-03-24,NVDA,147.6019,5712444,True
2014-03-25,NVDA,147.7566,5553879,True
2014-03-26,NVDA,149.4081,10856318,True
2014-03-27,NVDA,149.0979,10453883,True
2014-03-28,NVDA,148.4765,8784459,True
2014-03-31,NVDA,151.1149,4816870,True
2014-04-01,NVDA,154.9173,3770966,True
2014-04-02,NVDA,154.3818,6280981,True
2014-04-03,NVDA,150.8636,11937830,True
2014-04-04,NVDA,147.174,8270083,True
2014-04-07,NVDA,149.6172,9240126,True
2014-04-08,NVDA,153.2206,8518038,True
2014-04-09,NVDA,154.5832,3733426,True
2014-04-10,NVDA,157.508,3707961,True
2014-04-11,NVDA,159.2256,9289373,True
2014-04-14,NVDA,158.5186,13395670,True
2014-04-15,NVDA,159.7228,5951728,True
2014-04-16,NVDA,155.1491,5119038,True
2014-04-17,NVDA,150.4988,7168015,True
2014-04-18,NVDA,145.8809,4012272,True
2014-04-21,NVDA,140.8661,5230356,True
2014-04-22,NVDA,140.7876,11336796,True
2014-04-23,NVDA,140.4195,9209748,True
2014-04-24,NVDA,140.5908,7819262,True
2014-04-25,NVDA,143.3104,4764787,True
2014-04-28,NVDA,142.0575,8825941,True
2014-04-29,NVDA,143.5585,5848221,True
2014-04-30,NVDA,142.1307,5823899,True
2014-05-01,NVDA,141.2541,9320790,True
2014-05-02,NVDA,142.2426,11626817,True
2014-05-05,NVDA,145.0569,4931591,True
2014-05-06,NVDA,153.1871,9612030,True
2014-05-07,NVDA,154.4567,10388897,True
2014-05-08,NVDA,153.1056,5757974,True
2014-05-09,NVDA,149.0918,7692937,True
2014-05-12,NVDA,148.8243,5705257,True
2014-05-13,NVDA,150.7003,6388122,True
2014-05-14,NVDA,152.5255,7659175,True
2014-05-15,NVDA,154.5931,5048285,True
2014-05-16,NVDA,153.2362,6897676,True
2014-05-19,NVDA,153.5856,10099506,True
2014-05-20,NVDA,154.4202,8594218,True
2014-05-21,NVDA,154.0217,9045817,True
2014-05-22,NVDA,156.8634,10228046,True
2014-05-23,NVDA,156.1317,5847559,True
2014-05-26,NVDA,156.7987,7036912,True
2014-05-27,NVDA,159.6849,13934146,True
2014-05-28,NVDA,157.6933,8685460,True
2014-05-29,NVDA,159.5457,5723992,True
2014-05-30,NVDA,158.9782,7960389,True
2014-06-02,NVDA,159.9699,7629029,True
2014-06-03,NVDA,159.046,8753091,True
2014-06-04,NVDA,157.6189,4832349,True
2014-06-05,NVDA,156.2334,4724772,True
2014-06-06,NVDA,159.2336,7919473,True
2014-06-09,NVDA,162.8338,8847009,True
2014-06-10,NVDA,159.9434,7344490,True
2014-06-11,NVDA,160.7837,5260003,True
2014-06-12,NVDA,164.7325,8665255,True
2014-06-13,NVDA,164.692,9215127,True
2014-06-16,NVDA,164.2341,8494717,True
2014-06-17,NVDA,162.2305,6603237,True
2014-06-18,NVDA,162.8781,9251194,True
2014-06-19,NVDA,161.3982,7230467,True
2014-06-20,NVDA,166.3042,6809890,True
2014-06-23,NVDA,162.9857,8558198,True
2014-06-24,NVDA,163.5451,6092655,True
2014-06-25,NVDA,163.881,8673930,True
2014-06-26,NVDA,163.1937,5113797,True
2014-06-27,NVDA,158.9715,6178012,True
2014-06-30,NVDA,159.8654,5902691,True
2014-07-01,NVDA,164.3992,9053699,True
2014-07-02,NVDA,164.0233,4317215,True
2014-07-03,NVDA,164.946,5881485,True
2014-07-04,NVDA,166.8582,6804685,True
2014-07-07,NVDA,162.4921,7519524,True
2014-07-08,NVDA,162.4643,6276086,True
2014-07-09,NVDA,145.2509,26757390,True
2014-07-10,NVDA,132.1434,26478303,True
2014-07-11,NVDA,126.9552,29676371,True
2014-07-14,NVDA,124.9619,20827222,True
2014-07-15,NVDA,124.2477,24580039,True
2014-07-16,NVDA,124.9042,8210621,True
2014-07-17,NVDA,120.5229,6493265,True
2014-07-18,NVDA,122.6135,5795072,True
2014-07-21,NVDA,123.8607,8376461,True
2014-07-22,NVDA,124.404,4282603,True
2014-07-23,NVDA,125.3497,6084797,True
2014-07-24,NVDA,124.2596,8814546,True
2014-07-25,NVDA,121.6246,9762977,True
2014-07-28,NVDA,121.7865,10372106,True
2014-07-29,NVDA,121.2076,6930068,True
2014-07-30,NVDA,117.3088,6285591,True
2014-07-31,NVDA,115.099,10253095,True
2014-08-01,NVDA,115.5287,6408984,True
2014-08-04,NVDA,114.4053,7592598,True
2014-08-05,NVDA,116.0042,9853645,True
2014-08-06,NVDA,113.0535,8903191,True
2014-08-07,NVDA,113.7096,6450124,True
2014-08-08,NVDA,116.0588,7214733,True
2014-08-11,NVDA,114.1901,9510888,True
2014-08-12,NVDA,116.3518,11550043,True
2014-08-13,NVDA,117.9188,7808309,True
2014-08-14,NVDA,122.0639,6696075,True
2014-08-15,NVDA,121.2825,6160382,True
2014-08-18,NVDA,125.5079,5766242,True
2014-08-19,NVDA,124.8606,5963678,True
2014-08-20,NVDA,124.8695,4817099,True
2014-08-21,NVDA,124.8199,6090868,True
2014-08-22,NVDA,123.412,7563196,True
2014-08-25,NVDA,124.425,10605264,True
2014-08-26,NVDA,124.6669,5603129,True
2014-08-27,NVDA,124.1464,9883752,True
2014-08-28,NVDA,125.1657,7385612,True
2014-08-29,NVDA,121.7888,7409189,True
2014-09-01,NVDA,121.3046,7269370,True
2014-09-02,NVDA,123.8984,8782193,True
2014-09-03,NVDA,122.2529,8909840,True
2014-09-04,NVDA,119.4693,7136564,True
2014-09-05,NVDA,122.3497,8201924,True
2014-09-08,NVDA,120.1693,5526524,True
2014-09-09,NVDA,122.8766,5565812,True
2014-09-10,NVDA,125.3378,6688899,True
2014-09-11,NVDA,124.8624,7922441,True
2014-09-12,NVDA,126.3974,10056596,True
2014-09-15,NVDA,124.2287,4041548,True
2014-09-16,NVDA,124.1164,4990375,True
2014-09-17,NVDA,121.6961,9560227,True
2014-09-18,NVDA,128.2785,9304322,True
2014-09-19,NVDA,130.1093,11611137,True
2014-09-22,NVDA,129.1093,8134389,True
2014-09-23,NVDA,131.2251,8897375,True
2014-09-24,NVDA,129.0723,12998922,True
2014-09-25,NVDA,127.3999,12269155,True
2014-09-26,NVDA,127.127,8114833,True
2014-09-29,NVDA,129.0515,4723065,True
2014-09-30,NVDA,132.38,6778233,True
2014-10-01,NVDA,133.0317,7783358,True
2014-10-02,NVDA,129.9036,14282663,True
2014-10-03,NVDA,130.3548,6068534,True
2014-10-06,NVDA,130.2894,6201192,True
2014-10-07,NVDA,132.3876,5837261,True
2014-10-08,NVDA,132.4832,6228899,True
2014-10-09,NVDA,131.9494,8343233,True
2014-10-10,NVDA,132.4368,8045760,True
2014-10-13,NVDA,130.0126,8605033,True
2014-10-14,NVDA,129.0839,8512574,True
2014-10-15,NVDA,128.2538,6661153,True
2014-10-16,NVDA,130.9324,5459786,True
2014-10-17,NVDA,131.0047,4798561,True
2014-10-20,NVDA,130.8649,3239513,True
2014-10-21,NVDA,127.4674,6263112,True
2014-10-22,NVDA,127.1166,4496248,True
2014-10-23,NVDA,126.6908,3869511,True
2014-10-24,NVDA,127.3564,8372335,True
2014-10-27,NVDA,127.9922,5706832,True
2014-10-28,NVDA,129.2505,4589808,True
2014-10-29,NVDA,123.558,7421868,True
2014-10-30,NVDA,122.2685,9450017,True
2014-10-31,NVDA,123.2383,10406476,True
2014-11-03,NVDA,122.2733,8025040,True
2014-11-04,NVDA,121.8805,7923839,True
2014-11-05,NVDA,122.1021,5601784,True
2014-11-06,NVDA,121.6396,8102126,True
2014-11-07,NVDA,123.3737,8471437,True
2014-11-10,NVDA,123.0787,8939385,True
2014-11-11,NVDA,123.4186,10163149,True
2014-11-12,NVDA,125.4079,6330886,True
2014-11-13,NVDA,127.4981,6672803,True
2014-11-14,NVDA,129.5931,5892649,True
2014-11-17,NVDA,125.3093,7012148,True
2014-11-18,NVDA,128.9269,11785767,True
2014-11-19,NVDA,129.5558,4419608,True
2014-11-20,NVDA,129.8118,5507379,True
2014-11-21,NVDA,130.3191,9645954,True
2014-11-24,NVDA,130.4656,7451033,True
2014-11-25,NVDA,127.5774,8602030,True
2014-11-26,NVDA,127.6372,8451213,True
2014-11-27,NVDA,130.8309,8114755,True
2014-11-28,NVDA,130.7023,6927842,True
2014-12-01,NVDA,131.2329,7641570,True
2014-12-02,NVDA,133.7528,6219109,True
2014-12-03,NVDA,135.6145,9646127,True
2014-12-04,NVDA,133.3451,7897168,True
2014-12-05,NVDA,133.0401,3569141,True
2014-12-08,NVDA,136.1802,4366841,True
2014-12-09,NVDA,135.4534,7969271,True
2014-12-10,NVDA,138.6212,9803664,True
2014-12-11,NVDA,140.7631,5274769,True
2014-12-12,NVDA,142.2706,9646854,True
2014-12-15,NVDA,143.9236,5500227,True
2014-12-16,NVDA,144.3379,6870974,True
2014-12-17,NVDA,141.5894,7258410,True
2014-12-18,NVDA,140.4267,6795289,True
2014-12-19,NVDA,139.7346,7224850,True
2014-12-22,NVDA,138.8906,9037208,True
2014-12-23,NVDA,139.8961,5399983,True
2014-12-24,NVDA,142.4815,8598254,True
2014-12-25,NVDA,147.2054,6447684,True
2014-12-26,NVDA,145.0306,6606234,True
2014-12-29,NVDA,143.0636,5757425,True
2014-12-30,NVDA,143.1518,5699522,True
2014-12-31,NVDA,141.8209,6555055,True
2015-01-01,NVDA,144.8694,7923298,True
2015-01-02,NVDA,147.3715,11866315,True
2015-01-05,NVDA,148.0021,4805088,True
2015-01-06,NVDA,151.6517,6990778,True
2015-01-07,NVDA,148.1771,6015084,True
2015-01-08,NVDA,149.7855,10243772,True
2015-01-09,NVDA,145.8266,15079285,True
2015-01-12,NVDA,144.5737,10754745,True
2015-01-13,NVDA,146.5947,7798916,True
2015-01-14,NVDA,149.2383,4167312,True
2015-01-15,NVDA,147.114,8098706,True
2015-01-16,NVDA,143.8088,7919505,True
2015-01-19,NVDA,147.1789,6880268,True
2015-01-20,NVDA,147.7072,7062145,True
2015-01-21,NVDA,145.2484,6789452,True
2015-01-22,NVDA,147.4535,11981396,True
2015-01-23,NVDA,147.8599,4229480,True
2015-01-26,NVDA,148.1568,6617617,True
2015-01-27,NVDA,149.5572,7474057,True
2015-01-28,NVDA,146.6567,7766921,True
2015-01-29,NVDA,146.2729,7346648,True
2015-01-30,NVDA,147.945,6606864,True
2015-02-02,NVDA,147.3482,10139285,True
2015-02-03,NVDA,148.8914,9818484,True
2015-02-04,NVDA,149.3417,4975187,True
2015-02-05,NVDA,148.7717,6066589,True
2015-02-06,NVDA,145.7058,7465456,True
2015-02-09,NVDA,144.3221,13452915,True
2015-02-10,NVDA,143.8163,5675515,True
2015-02-11,NVDA,145.9983,3838757,True
2015-02-12,NVDA,144.0996,6553457,True
2015-02-13,NVDA,144.3846,10107202,True
2015-02-16,NVDA,144.3686,7900613,True
2015-02-17,NVDA,142.2692,9432191,True
2015-02-18,NVDA,138.5515,9010872,True
2015-02-19,NVDA,135.6883,10089458,True
2015-02-20,NVDA,134.4108,4832860,True
2015-02-23,NVDA,134.477,7232227,True
2015-02-24,NVDA,132.2575,8002609,True
2015-02-25,NVDA,131.7325,8221624,True
2015-02-26,NVDA,132.1391,7280107,True
2015-02-27,NVDA,133.7741,7722323,True
2015-03-02,NVDA,134.5839,8932676,True
2015-03-03,NVDA,134.2791,5181945,True
2015-03-04,NVDA,133.3987,7962586,True
2015-03-05,NVDA,135.3288,10012725,True
2015-03-06,NVDA,134.6742,6696291,True
2015-03-09,NVDA,134.0208,8511912,True
2015-03-10,NVDA,135.9288,8060828,True
2015-03-11,NVDA,137.1981,6015772,True
2015-03-12,NVDA,135.526,8968401,True
2015-03-13,NVDA,140.3345,6257830,True
2015-03-16,NVDA,143.9869,6189851,True
2015-03-17,NVDA,138.7826,7577308,True
2015-03-18,NVDA,139.4075,13291895,True
2015-03-19,NVDA,140.8197,8372421,True
2015-03-20,NVDA,140.118,7863680,True
2015-03-23,NVDA,141.976,6437101,True
2015-03-24,NVDA,135.9915,6901523,True
2015-03-25,NVDA,135.5447,5926423,True
2015-03-26,NVDA,134.1772,6733237,True
2015-03-27,NVDA,135.9875,5422919,True
2015-03-30,NVDA,133.8957,7525760,True
2015-03-31,NVDA,130.8953,7953827,True
2015-04-01,NVDA,130.8654,7627326,True
2015-04-02,NVDA,134.5059,8834539,True
2015-04-03,NVDA,133.0663,6527885,True
2015-04-06,NVDA,134.7249,8825284,True
2015-04-07,NVDA,134.5241,9362853,True
2015-04-08,NVDA,133.2848,6740728,True
2015-04-09,NVDA,132.1635,9271406,True
2015-04-10,NVDA,130.9183,7172328,True
2015-04-13,NVDA,129.9823,15958035,True
2015-04-14,NVDA,130.8264,7790518,True
2015-04-15,NVDA,129.1898,8243896,True
2015-04-16,NVDA,127.7885,8565545,True
2015-04-17,NVDA,128.9298,4328218,True
2015-04-20,NVDA,131.5945,9505697,True
2015-04-21,NVDA,134.0901,5577980,True
2015-04-22,NVDA,135.9746,6561471,True
